"title","cbo","average_salary","workers","soc_title","oes","oes_top","exposed_to_disease_or_infections","physical_proximity","contact_with_others","score","group","group_color"
"Lavador de veículos","519935","1412.73","56778","Cleaners of Vehicles and Equipment","537061","53","16","55","59","43.333333333333336","Transportes","#f7b78f"
"Leiloeiro","354405","3646.21","418","Sales Representatives, Services, All Other","413099","41","9","52","83","48","Comércio","#abf051"
"Leiturista","519940","1775.92","31050","Meter Readers, Utilities","435041","43","27","37","69","44.333333333333336","Negócios, Finanças e Gestão","#343deb"
"Líder de comunidade caiçara","113010","2540.82","76","Social and Human Service Assistants","211093","21","58","79","99","78.66666666666667","Jurídico e Serviço Social","#4acc3b"
"Ligador de linhas telefônicas","732135","1594.84","1816","Telecommunications Line Installers and Repairers","499052","49","34","64","95","64.33333333333333","Serviços","#d051f0"
"Limpador a seco, à máquina","516320","1335.46","2078","Laundry and Dry-Cleaning Workers","516011","51","55","53","56","54.666666666666664","Indústria","#314b6b"
"Limpador de fachadas","514315","1416.62","3752","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","372011","37","47","48","70","55","Serviços","#d051f0"
"Limpador de piscinas","514330","1527.33","4279","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","372011","37","47","48","70","55","Serviços","#d051f0"
"Limpador de roupas a seco, à mão","516410","1283.16","355","Laundry and Dry-Cleaning Workers","516011","51","55","53","56","54.666666666666664","Indústria","#314b6b"
"Limpador de vidros","514305","1377.31","6336","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","372011","37","47","48","70","55","Serviços","#d051f0"
"Lingotador","722210","2177.70","1299","Pourers and Casters, Metal","514052","51","7","57","47","37","Indústria","#314b6b"
"Lingüista","261415","4215.57","68","Social Scientists and Related Workers, All Other","193099","19","0","42","81","41","Ciências, Engenharia e Computação","#8debe0"
"Linotipista","768610","2333.34","259","Prepress Technicians and Workers","515111","51","0","56","78","44.666666666666664","Indústria","#314b6b"
"Lixador de couros e peles","762315","1686.50","587","Production Workers, All Other","519199","51","23","58","76","52.333333333333336","Indústria","#314b6b"
"Localizador (cobrador)","421315","1716.43","987","Bill and Account Collectors","433011","43","8","45","98","50.333333333333336","Negócios, Finanças e Gestão","#343deb"
"Locutor de mídias audiovisuais","261715","1996.15","11477","Radio and Television Announcers","273011","27","10","54","90","51.333333333333336","Artes, Entretenimento e Mídia","#9e8b75"
"Locutor publicitário de rádio e televisão","261720","1877.46","641","Radio and Television Announcers","273011","27","10","54","90","51.333333333333336","Artes, Entretenimento e Mídia","#9e8b75"
"Lubrificador de embarcações","919115","4507.78","278","Sailors and Marine Oilers","535011","53","19","69","85","57.666666666666664","Transportes","#f7b78f"
"Lubrificador de veículos automotores (exceto embarcações)","919110","2103.87","17464","Maintenance Workers, Machinery","499043","49","11","73","82","55.333333333333336","Serviços","#d051f0"
"Lubrificador industrial","919105","2554.37","7248","Production Workers, All Other","519199","51","23","58","76","52.333333333333336","Indústria","#314b6b"
"Ludomotricista","224110","1979.45","680","Occupational Therapists","291122","29","35","86","87","69.33333333333333","Saúde","#e03a3a"
"Lustrador de peças de madeira","775115","1648.50","3589","Furniture Finishers","517021","51","2","54","58","38","Indústria","#314b6b"
"Lustrador de piso","716520","1856.58","1087","Floor Sanders and Finishers","472043","47","1","62","58","40.333333333333336","Construção e Extração","#8a8a8a"
"Luthier (restauração de cordas arcadas)","915215","1699.96","39","Musical Instrument Repairers and Tuners","499063","49","7","48","75","43.333333333333336","Serviços","#d051f0"
"Macheiro, a  máquina","722310","2216.16","830","Foundry Mold and Coremakers","514071","51","8","69","69","48.666666666666664","Indústria","#314b6b"
"Macheiro, a mão","722305","1732.07","1333","Foundry Mold and Coremakers","514071","51","8","69","69","48.666666666666664","Indústria","#314b6b"
"Mãe social","516215","1527.09","8050","Childcare Workers","399011","39","35","68","73","58.666666666666664","Serviços","#d051f0"
"Magarefe","848520","1649.86","96001","Meat, Poultry, and Fish Cutters and Trimmers","513022","51","25","85","46","52","Indústria","#314b6b"
"Mágico","376235","1770.72","244","Dancers","272031","27","21","98","94","71","Artes, Entretenimento e Mídia","#9e8b75"
"Maître","510135","2869.21","8895","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","359031","35","16","79","95","63.333333333333336","Alimentação","#e03a71"
"Malabarista","376240","998.67","4","Dancers","272031","27","21","98","94","71","Artes, Entretenimento e Mídia","#9e8b75"
"Malteiro (germinação)","841725","6339.46","9","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","519012","51","5","48","55","36","Indústria","#314b6b"
"Manicure","516120","1214.94","11837","Manicurists and Pedicurists","395092","39","27","90","88","68.33333333333333","Serviços","#d051f0"
"Manobrador","783110","1737.87","9248","Rail Yard Engineers, Dinkey Operators, and Hostlers","534013","53","3","51","93","49","Transportes","#f7b78f"
"Manteigueiro na fabricação de laticínio","848215","1559.75","204","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","519012","51","5","48","55","36","Indústria","#314b6b"
"Mantenedor de equipamentos de parques de diversões e similares","991205","1499.77","1171","Recreational Vehicle Service Technicians","493092","49","31","53","72","52","Serviços","#d051f0"
"Mantenedor de sistemas eletroeletrônicos de segurança","951310","1906.64","6160","Security and Fire Alarm Systems Installers","492098","49","20","63","89","57.333333333333336","Serviços","#d051f0"
"Maquetista na marcenaria","771115","1913.20","312","Model Makers, Wood","517031","51","15","51","81","49","Indústria","#314b6b"
"Maquiador","516125","2291.87","1326","Hairdressers, Hairstylists, and Cosmetologists","395012","39","32","92","96","73.33333333333333","Serviços","#d051f0"
"Maquiador de caracterização","516130","3226.86","328","Makeup Artists, Theatrical and Performance","395091","39","20","86","90","65.33333333333333","Serviços","#d051f0"
"Maquinista de cinema e vídeo","374210","2908.16","867","Audio and Video Equipment Technicians","274011","27","5","60","72","45.666666666666664","Artes, Entretenimento e Mídia","#9e8b75"
"Maquinista de embarcações","862110","6178.75","574","Motorboat Operators","535022","53","8","79","93","60","Transportes","#f7b78f"
"Maquinista de teatro e espetáculos","374215","2465.47","486","Audio and Video Equipment Technicians","274011","27","5","60","72","45.666666666666664","Artes, Entretenimento e Mídia","#9e8b75"
"Maquinista de trem","782610","3927.44","7117","Locomotive Engineers","534011","53","13","50","90","51","Transportes","#f7b78f"
"Maquinista de trem metropolitano","782615","5660.69","2229","Locomotive Engineers","534011","53","13","50","90","51","Transportes","#f7b78f"
"Marcador de peças confeccionadas para bordar","763315","1373.66","589","Sewing Machine Operators","516031","51","0","62","64","42","Indústria","#314b6b"
"Marcador de produtos (siderúrgico e metalúrgico)","821415","2193.21","1273","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","514031","51","1","50","60","37","Indústria","#314b6b"
"Marceneiro","771105","1805.87","71857","Cabinetmakers and Bench Carpenters","517011","51","0","55","76","43.666666666666664","Indústria","#314b6b"
"Marcheteiro","775120","1752.08","130","Cabinetmakers and Bench Carpenters","517011","51","0","55","76","43.666666666666664","Indústria","#314b6b"
"Marinheiro auxiliar de convés (marítimo e aquaviario)","782730","2433.89","703","Sailors and Marine Oilers","535011","53","19","69","85","57.666666666666664","Transportes","#f7b78f"
"Marinheiro auxiliar de máquinas (marítimo e aquaviário)","782735","2222.02","109","Sailors and Marine Oilers","535011","53","19","69","85","57.666666666666664","Transportes","#f7b78f"
"Marinheiro de convés (marítimo e fluviário)","782705","4000.41","10857","Sailors and Marine Oilers","535011","53","19","69","85","57.666666666666664","Transportes","#f7b78f"
"Marinheiro de esporte e recreio","782725","2076.25","553","Sailors and Marine Oilers","535011","53","19","69","85","57.666666666666664","Transportes","#f7b78f"
"Marinheiro de máquinas","782710","4516.89","3196","Sailors and Marine Oilers","535011","53","19","69","85","57.666666666666664","Transportes","#f7b78f"
"Marmorista (construção)","716525","1875.15","12462","Tile and Marble Setters","472044","47","12","64","79","51.666666666666664","Construção e Extração","#8a8a8a"
"Masseiro (massas alimentícias)","848315","1532.87","22607","Food Batchmakers","513092","51","4","56","76","45.333333333333336","Indústria","#314b6b"
"Massoterapeuta","322120","1797.48","3149","Massage Therapists","319011","31","35","89","85","69.66666666666667","Saúde","#e03a3a"
"Matemático","211115","10353.50","182","Mathematicians","152021","15","1","40","59","33.333333333333336","Ciências, Engenharia e Computação","#8debe0"
"Matemático aplicado","211120","9414.77","210","Statisticians","152041","15","2","33","69","34.666666666666664","Ciências, Engenharia e Computação","#8debe0"
"Matizador de couros e peles","762320","3313.25","471","Textile Bleaching and Dyeing Machine Operators and Tenders","516061","51","0","46","78","41.333333333333336","Indústria","#314b6b"
"Mecânico de manutenção de aeronaves, em geral","914105","5751.73","7401","Aircraft Mechanics and Service Technicians","493011","49","4","54","61","39.666666666666664","Serviços","#d051f0"
"Mecânico de manutenção de aparelhos de levantamento","913105","2912.68","2052","Mobile Heavy Equipment Mechanics, Except Engines","493042","49","15","48","82","48.333333333333336","Serviços","#d051f0"
"Mecânico de manutenção de aparelhos esportivos e de ginástica","919305","1580.78","348","Installation, Maintenance, and Repair Workers, All Other","499099","49","7","50","80","45.666666666666664","Serviços","#d051f0"
"Mecânico de manutenção de automóveis, motocicletas e veículos similares","914405","2017.55","163756","Automotive Service Technicians and Mechanics","493023","49","5","53","75","44.333333333333336","Serviços","#d051f0"
"Mecânico de manutenção de bicicletas e veículos similares","919310","1474.93","5166","Bicycle Repairers","493091","49","0","65","85","50","Serviços","#d051f0"
"Mecânico de manutenção de bomba injetora (exceto de veículos automotores)","911105","2503.11","1803","Industrial Machinery Mechanics","499041","49","15","72","83","56.666666666666664","Serviços","#d051f0"
"Mecânico de manutenção de bombas","911110","2939.61","3883","Industrial Machinery Mechanics","499041","49","15","72","83","56.666666666666664","Serviços","#d051f0"
"Mecânico de manutenção de compressores de ar","911115","2320.96","1010","Industrial Machinery Mechanics","499041","49","15","72","83","56.666666666666664","Serviços","#d051f0"
"Mecânico de manutenção de empilhadeiras e outros veículos de cargas leves","914410","2636.67","4780","Mobile Heavy Equipment Mechanics, Except Engines","493042","49","15","48","82","48.333333333333336","Serviços","#d051f0"
"Mecânico de manutenção de equipamento de mineração","913110","3159.86","4732","Industrial Machinery Mechanics","499041","49","15","72","83","56.666666666666664","Serviços","#d051f0"
"Mecânico de manutenção de instalações mecânicas de edifícios","954120","2957.01","4699","Maintenance and Repair Workers, General","499071","49","44","69","83","65.33333333333333","Serviços","#d051f0"
"Mecânico de manutenção de máquinas agrícolas","913115","3132.14","19329","Farm Equipment Mechanics and Service Technicians","493041","49","20","53","79","50.666666666666664","Serviços","#d051f0"
"Mecânico de manutenção de máquinas cortadoras de grama, roçadeiras, motosserras e similares","919205","2265.04","17249","Outdoor Power Equipment and Other Small Engine Mechanics","493053","49","3","53","86","47.333333333333336","Serviços","#d051f0"
"Mecânico de manutenção de máquinas de construção e terraplenagem","913120","3120.93","6829","Mobile Heavy Equipment Mechanics, Except Engines","493042","49","15","48","82","48.333333333333336","Serviços","#d051f0"
"Mecânico de manutenção de máquinas gráficas","911310","3593.43","694","Industrial Machinery Mechanics","499041","49","15","72","83","56.666666666666664","Serviços","#d051f0"
"Mecânico de manutenção de máquinas operatrizes (lavra de madeira)","911315","2674.01","565","Mobile Heavy Equipment Mechanics, Except Engines","493042","49","15","48","82","48.333333333333336","Serviços","#d051f0"
"Mecânico de manutenção de máquinas têxteis","911320","2628.45","8724","Industrial Machinery Mechanics","499041","49","15","72","83","56.666666666666664","Serviços","#d051f0"
"Mecânico de manutenção de máquinas-ferramentas (usinagem de metais)","911325","2795.26","5138","Industrial Machinery Mechanics","499041","49","15","72","83","56.666666666666664","Serviços","#d051f0"
"Mecânico de manutenção de máquinas, em geral","911305","2973.79","175217","Industrial Machinery Mechanics","499041","49","15","72","83","56.666666666666664","Serviços","#d051f0"
"Mecânico de manutenção de motocicletas","914415","1574.55","10181","Motorcycle Mechanics","493052","49","0","43","78","40.333333333333336","Serviços","#d051f0"
"Mecânico de manutenção de motores diesel (exceto de veículos automotores)","911120","2122.83","10309","Mobile Heavy Equipment Mechanics, Except Engines","493042","49","15","48","82","48.333333333333336","Serviços","#d051f0"
"Mecânico de manutenção de motores e equipamentos navais","914205","3525.32","792","Ship Engineers","535031","53","16","72","91","59.666666666666664","Transportes","#f7b78f"
"Mecânico de manutenção de redutores","911125","2656.46","310","Millwrights","499044","49","30","77","83","63.333333333333336","Serviços","#d051f0"
"Mecânico de manutenção de sistema hidráulico de aeronaves (serviços de pista e hangar)","914110","2920.03","290","Aircraft Mechanics and Service Technicians","493011","49","4","54","61","39.666666666666664","Serviços","#d051f0"
"Mecânico de manutenção de tratores","914420","2779.58","5072","Farm Equipment Mechanics and Service Technicians","493041","49","20","53","79","50.666666666666664","Serviços","#d051f0"
"Mecânico de manutenção de turbinas (exceto de aeronaves)","911130","4069.96","288","Industrial Machinery Mechanics","499041","49","15","72","83","56.666666666666664","Serviços","#d051f0"
"Mecânico de manutenção de turbocompressores","911135","2212.44","67","Rail Car Repairers","493043","49","3","65","75","47.666666666666664","Serviços","#d051f0"
"Mecânico de manutenção de veículos ferroviários","914305","3554.58","7392","Bus and Truck Mechanics and Diesel Engine Specialists","493031","49","9","62","82","51","Serviços","#d051f0"
"Mecânico de manutenção e instalação de aparelhos de climatização e  refrigeração","911205","1861.48","26782","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","499021","49","15","56","84","51.666666666666664","Serviços","#d051f0"
"Mecânico de refrigeração","725705","2147.67","15671","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","499021","49","15","56","84","51.666666666666664","Serviços","#d051f0"
"Mecânico de veículos automotores a diesel (exceto tratores)","914425","2452.90","48802","Bus and Truck Mechanics and Diesel Engine Specialists","493031","49","9","62","82","51","Serviços","#d051f0"
"Mecânico de vôo","341115","5417.65","176","Airline Pilots, Copilots, and Flight Engineers","532011","53","28","83","99","70","Transportes","#f7b78f"
"Mecânico montador de motores de aeronaves","725405","3067.08","564","Engine and Other Machine Assemblers","512031","51","0","69","79","49.333333333333336","Indústria","#314b6b"
"Mecânico montador de motores de embarcações","725410","3127.86","353","Engine and Other Machine Assemblers","512031","51","0","69","79","49.333333333333336","Indústria","#314b6b"
"Mecânico montador de motores de explosão e diesel","725415","2803.98","2740","Engine and Other Machine Assemblers","512031","51","0","69","79","49.333333333333336","Indústria","#314b6b"
"Mecânico montador de turboalimentadores","725420","2997.01","704","Engine and Other Machine Assemblers","512031","51","0","69","79","49.333333333333336","Indústria","#314b6b"
"Médico acupunturista","225105","8186.83","104","Health Diagnosing and Treating Practitioners, All Other","291199","29","75","88","95","86","Saúde","#e03a3a"
"Médico alergista e imunologista","225110","5765.68","139","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico anatomopatologista","225148","8181.46","152","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico anestesiologista","225151","11075.24","3901","Anesthesiologists","291061","29","90","94","95","93","Saúde","#e03a3a"
"Médico angiologista","225115","6315.28","594","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico antroposófico","225154","4080.85","2","Health Diagnosing and Treating Practitioners, All Other","291199","29","75","88","95","86","Saúde","#e03a3a"
"Médico cancerologista cirurgíco","225290","9510.66","37","Surgeons","291067","29","86","97","94","92.33333333333333","Saúde","#e03a3a"
"Médico cancerologista pediátrico","225122","12517.05","1208","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico cardiologista","225120","8980.90","2864","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico cirurgião cardiovascular","225210","9836.57","703","Surgeons","291067","29","86","97","94","92.33333333333333","Saúde","#e03a3a"
"Médico cirurgião da mão","225295","6285.32","18","Surgeons","291067","29","86","97","94","92.33333333333333","Saúde","#e03a3a"
"Médico cirurgião de cabeça e pescoço","225215","9390.11","92","Surgeons","291067","29","86","97","94","92.33333333333333","Saúde","#e03a3a"
"Médico cirurgião do aparelho digestivo","225220","13305.17","58","Surgeons","291067","29","86","97","94","92.33333333333333","Saúde","#e03a3a"
"Médico cirurgião geral","225225","8308.98","9911","Surgeons","291067","29","86","97","94","92.33333333333333","Saúde","#e03a3a"
"Médico cirurgião pediátrico","225230","10112.07","354","Surgeons","291067","29","86","97","94","92.33333333333333","Saúde","#e03a3a"
"Médico cirurgião plástico","225235","10395.93","509","Surgeons","291067","29","86","97","94","92.33333333333333","Saúde","#e03a3a"
"Médico cirurgião torácico","225240","11135.29","162","Surgeons","291067","29","86","97","94","92.33333333333333","Saúde","#e03a3a"
"Médico citopatologista","225305","4990.26","25","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico clínico","225125","9715.03","166195","Family and General Practitioners","291062","29","100","91","96","95.66666666666667","Saúde","#e03a3a"
"Médico coloproctologista","225280","7619.99","399","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico da estratégia de saúde da família","225142","12804.62","4320","Family and General Practitioners","291062","29","100","91","96","95.66666666666667","Saúde","#e03a3a"
"Médico de família e comunidade","225130","13475.94","5144","Family and General Practitioners","291062","29","100","91","96","95.66666666666667","Saúde","#e03a3a"
"Médico dermatologista","225135","6471.06","870","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico do trabalho","225140","8943.56","9378","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico em cirurgia vascular","225203","8629.92","320","Surgeons","291067","29","86","97","94","92.33333333333333","Saúde","#e03a3a"
"Médico em endoscopia","225310","9730.82","312","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico em medicina de tráfego","225145","7742.92","319","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico em medicina intensiva","225150","11401.58","3281","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico em medicina nuclear","225315","7929.66","49","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico em radiologia e diagnóstico por imagem","225320","12023.80","1961","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico endocrinologista e metabologista","225155","7652.90","702","Internists, General","291063","29","100","89","93","94","Saúde","#e03a3a"
"Médico fisiatra","225160","8876.21","121","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico gastroenterologista","225165","9300.29","451","Internists, General","291063","29","100","89","93","94","Saúde","#e03a3a"
"Médico generalista","225170","10057.00","4107","Family and General Practitioners","291062","29","100","91","96","95.66666666666667","Saúde","#e03a3a"
"Médico geneticista","225175","13765.24","112","Biological Scientists, All Other","191029","19","15","34","59","36","Ciências, Engenharia e Computação","#8debe0"
"Médico geriatra","225180","7188.99","309","Family and General Practitioners","291062","29","100","91","96","95.66666666666667","Saúde","#e03a3a"
"Médico ginecologista e obstetra","225250","9025.77","7908","Obstetricians and Gynecologists","291064","29","94","97","100","97","Saúde","#e03a3a"
"Médico hematologista","225185","10870.37","544","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico hemoterapeuta","225340","10302.36","180","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico hiperbarista","225345","8648.02","2","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico homeopata","225195","9837.03","101","Occupational Therapists","291122","29","35","86","87","69.33333333333333","Saúde","#e03a3a"
"Médico infectologista","225103","8840.48","891","Epidemiologists","191041","19","23","38","76","45.666666666666664","Ciências, Engenharia e Computação","#8debe0"
"Médico legista","225106","14125.58","1876","Compliance Officers","131041","13","1","41","70","37.333333333333336","Negócios, Finanças e Gestão","#343deb"
"Médico mastologista","225255","8373.53","209","Surgeons","291067","29","86","97","94","92.33333333333333","Saúde","#e03a3a"
"Médico nefrologista","225109","10033.15","862","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico neurocirurgião","225260","10463.56","659","Surgeons","291067","29","86","97","94","92.33333333333333","Saúde","#e03a3a"
"Médico neurofisiologista clínico","225350","17454.85","65","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico neurologista","225112","8694.89","1421","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico nutrologista","225118","8873.69","59","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico oftalmologista","225265","7466.20","1346","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico oncologista clínico","225121","11291.63","1451","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico ortopedista e traumatologista","225270","9654.08","4332","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico otorrinolaringologista","225275","7615.48","875","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico patologista","225325","8160.01","1447","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico patologista clínico / medicina laboratorial","225335","12998.87","261","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico pediatra","225124","9695.95","13767","Pediatricians, General","291065","29","92","89","94","91.66666666666667","Saúde","#e03a3a"
"Médico pneumologista","225127","9925.53","469","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico psiquiatra","225133","8151.55","3400","Psychiatrists","291066","29","70","67","87","74.66666666666667","Saúde","#e03a3a"
"Médico radioterapeuta","225330","10678.64","127","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico reumatologista","225136","7926.19","288","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico sanitarista","225139","7566.82","1300","Epidemiologists","191041","19","23","38","76","45.666666666666664","Ciências, Engenharia e Computação","#8debe0"
"Médico urologista","225285","8561.29","839","Physicians and Surgeons, All Other","291069","29","61","32","76","56.333333333333336","Saúde","#e03a3a"
"Médico veterinário","223305","6940.98","20495","Veterinarians","291131","29","89","91","93","91","Saúde","#e03a3a"
"Membro de liderança quilombola","113015","3941.67","33","Social and Human Service Assistants","211093","21","58","79","99","78.66666666666667","Jurídico e Serviço Social","#4acc3b"
"Mergulhador profissional (raso e profundo)","781705","5328.96","1962","Commercial Divers","499092","49","12","75","90","59","Serviços","#d051f0"
"Mestre (afiador de ferramentas)","720105","4111.28","365","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre (construção civil)","710205","3497.30","88841","First-Line Supervisors of Construction Trades and Extraction Workers","471011","47","5","71","85","53.666666666666664","Construção e Extração","#8a8a8a"
"Mestre (construção naval)","720205","6808.26","649","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre (indústria de automotores e material de transportes)","720210","6769.90","7770","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre (indústria de borracha e plástico)","810205","4313.19","7033","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre (indústria de celulose, papel e papelão)","830105","5923.81","3271","Paper Goods Machine Setters, Operators, and Tenders","519196","51","3","61","86","50","Indústria","#314b6b"
"Mestre (indústria de madeira e mobiliário)","770105","3050.92","7949","Cabinetmakers and Bench Carpenters","517011","51","0","55","76","43.666666666666664","Indústria","#314b6b"
"Mestre (indústria de máquinas e outros equipamentos mecânicos)","720215","6058.85","7664","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre (indústria petroquímica e carboquímica)","810105","10766.82","1243","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre (indústria têxtil e de confecções)","760125","2276.17","6940","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre carpinteiro","770110","2863.21","1394","Cabinetmakers and Bench Carpenters","517011","51","0","55","76","43.666666666666664","Indústria","#314b6b"
"Mestre de aciaria","820110","5600.41","480","Metal-Refining Furnace Operators and Tenders","514051","51","2","43","62","35.666666666666664","Indústria","#314b6b"
"Mestre de alto-forno","820115","5358.87","558","Metal-Refining Furnace Operators and Tenders","514051","51","2","43","62","35.666666666666664","Indústria","#314b6b"
"Mestre de cabotagem","341210","8858.39","803","Captains, Mates, and Pilots of Water Vessels","535021","53","10","69","82","53.666666666666664","Transportes","#f7b78f"
"Mestre de caldeiraria","720110","5492.96","1922","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre de cerimonias","376330","2350.76","9","Public Address System and Other Announcers","273012","27","2","71","85","52.666666666666664","Artes, Entretenimento e Mídia","#9e8b75"
"Mestre de construção de fornos","720220","3243.81","225","First-Line Supervisors of Construction Trades and Extraction Workers","471011","47","5","71","85","53.666666666666664","Construção e Extração","#8a8a8a"
"Mestre de ferramentaria","720115","7085.67","739","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre de forjaria","720120","5606.91","191","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre de forno elétrico","820120","3118.14","77","Metal-Refining Furnace Operators and Tenders","514051","51","2","43","62","35.666666666666664","Indústria","#314b6b"
"Mestre de fundição","720125","5030.10","1989","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre de galvanoplastia","720130","3316.53","579","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre de laminação","820125","6423.88","717","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","514023","51","1","59","84","48","Indústria","#314b6b"
"Mestre de linhas (ferrovias)","710210","3485.82","449","Aircraft Cargo Handling Supervisors","531011","53","10","68","97","58.333333333333336","Transportes","#f7b78f"
"Mestre de pintura (tratamento de superfícies)","720135","3835.63","2331","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre de produção farmacêutica","810305","5871.05","2273","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre de produção química","810110","5894.60","6197","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre de siderurgia","820105","7044.31","761","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre de soldagem","720140","3920.55","1641","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre de trefilação de metais","720145","4705.15","657","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
"Mestre de usinagem","720150","5305.81","3193","First-Line Supervisors of Production and Operating Workers","511011","51","1","65","91","52.333333333333336","Indústria","#314b6b"
